run,lambda_name,lambda,seed,step,own_epoch,global_epoch,val_distortion,val_psnr_db,val_rate_bpp_proxy,val_total_objective,latent_mean,latent_std,latent_abs_mean,latent_range,bin_width,rate_loc_mean,rate_loc_std,rate_scale_mean,rate_scale_std,rate_grad_norm,sha256,path
CURRENT_BEST@s43,CURRENT_BEST,0.0006,43,1812,3,43,0.0013057099155947027,29.525771014661675,0.7086434946002731,0.0017308960353158954,0.43812963366508484,5.338222026824951,3.8058409690856934,66.54232025146484,2.665076732635498,0.48326602578163147,3.159560441970825,3.469609498977661,2.1803534030914307,5.0305917653360834e-06,380de33cb7058a9b4b8a274cab48c2bc174aac4c72e0edb18e985ba743569037,outputs\m10e_lambda_lock\lambda_6.0e-04_seed43\snapshot_step001812.pt
CURRENT_BEST@s43,CURRENT_BEST,0.0006,43,4832,8,48,0.001282228118352906,29.610623623951373,0.6723247924482966,0.0016856230087073363,0.4036829471588135,4.843791484832764,3.166430950164795,70.79325103759766,1.8315379619598389,0.5295872688293457,2.855781078338623,2.115149736404419,1.539235234260559,3.6985443160399665e-06,8270a424fdcc99fe5aee45113f616823e6d01dc5ebdc149cf936927923aa4f53,outputs\m10e_lambda_lock\lambda_6.0e-04_seed43\snapshot_step004832.pt
CURRENT_BEST@s43,CURRENT_BEST,0.0006,43,10268,17,57,0.0012514876760682653,29.718664697853917,0.6553693679441889,0.0016447093200320042,0.4592900276184082,3.9487202167510986,2.47580623626709,60.39447021484375,1.3014769554138184,0.5004210472106934,2.4681780338287354,1.5007233619689941,1.3907400369644165,4.159325562181803e-06,6daa9b0b258fc6301d6dc768b66d87bea21164f9d61c854d536cce911ce79e1c,outputs\m10e_lambda_lock\lambda_6.0e-04_seed43\snapshot_step010268.pt
CURRENT_BEST@s43,CURRENT_BEST,0.0006,43,18120,30,70,0.0012032840900959066,29.879089861031037,0.6428609389856638,0.0015890006752998893,0.36051252484321594,3.1947021484375,2.127027750015259,47.45185089111328,1.120886206626892,0.3986232876777649,2.3968324661254883,1.3063234090805054,1.5057399272918701,3.2990203028592864e-06,01093e2d38535307cda56ad543d336d6b20081218798cb3f55405ad883b30416,outputs\m10e_lambda_lock\lambda_6.0e-04_seed43\snapshot_step018120.pt
UPPER_REFERENCE@s42,UPPER_REFERENCE,0.00075,42,604,1,41,0.0013143307797986656,29.500594679131567,0.7347488862922392,0.0018653924428263162,0.4667108654975891,7.106177806854248,4.717324733734131,86.64115905761719,3.267092704772949,0.16736383736133575,1.861018419265747,4.627058029174805,2.7538647651672363,5.880752788693399e-06,5063da4866829f7f13945c6b1ad2e227454b39076334b9a4c58aa53427e977d2,outputs\m10e_lambda_lock\lambda_7.5e-04_seed42\snapshot_step000604.pt
UPPER_REFERENCE@s42,UPPER_REFERENCE,0.00075,42,1812,3,43,0.0013403101320692663,29.38016402003277,0.6952052331832518,0.0018617140615908765,0.2499733567237854,5.554348945617676,3.7244410514831543,69.36125946044922,2.422576665878296,0.4587986469268799,2.9632253646850586,3.064363479614258,1.9921140670776367,6.064923200259564e-06,9d224aa60d145af0ac992219989ba965e1a1d456a3118c1f111865405fedd75b,outputs\m10e_lambda_lock\lambda_7.5e-04_seed42\snapshot_step001812.pt
UPPER_REFERENCE@s42,UPPER_REFERENCE,0.00075,42,4832,8,48,0.001295673098143033,29.556709887033485,0.6677062798695392,0.001796452813159046,0.4429572820663452,4.21682596206665,2.818596363067627,51.819366455078125,1.551903486251831,0.46419575810432434,2.498499870300293,1.8254165649414062,1.4665131568908691,3.7108570774843025e-06,a09f6c828bdd28487b5bf3b4ae4ea8b04ac7082c4c6606121314c8f4e2225b07,outputs\m10e_lambda_lock\lambda_7.5e-04_seed42\snapshot_step004832.pt
UPPER_REFERENCE@s42,UPPER_REFERENCE,0.00075,42,10268,17,57,0.0012532108577658389,29.70950269124594,0.6524141603205578,0.0017425214699245092,0.23133890330791473,3.409339189529419,2.1450910568237305,44.047698974609375,1.1022040843963623,0.4289354085922241,2.2641663551330566,1.2698997259140015,1.2935847043991089,6.150243025162619e-06,589e805a1ee21c0bdfac0feb114406de5ad4513a1b612d6d6cd4f9490f92a60a,outputs\m10e_lambda_lock\lambda_7.5e-04_seed42\snapshot_step010268.pt
UPPER_REFERENCE@s42,UPPER_REFERENCE,0.00075,42,18120,30,70,0.0012011407493720257,29.89202377595097,0.6380290055131338,0.0016796625049571585,0.46073538064956665,3.1647629737854004,2.08168363571167,53.46070098876953,0.9758162498474121,0.32615500688552856,2.2328438758850098,1.1531529426574707,1.3277207612991333,4.5499860412570425e-06,1583bea1acda5ac2fd487fe667f3e0746765098c1842aa4551c7604b2bbb651d,outputs\m10e_lambda_lock\lambda_7.5e-04_seed42\snapshot_step018120.pt
UPPER_REFERENCE@s43,UPPER_REFERENCE,0.00075,43,604,1,41,0.0013131663628926792,29.50591216029891,0.7380074887390596,0.0018666719790570527,0.8512224555015564,7.029398441314697,5.056225776672363,86.31852722167969,3.311868906021118,0.15917299687862396,1.8418118953704834,4.715364456176758,2.7756125926971436,6.127715775127222e-06,28204bea36b8c750677f417ace6dde4953c586785d13af6b31c7ce36b782cd22,outputs\m10e_lambda_lock\lambda_7.5e-04_seed43\snapshot_step000604.pt
UPPER_REFERENCE@s43,UPPER_REFERENCE,0.00075,43,1812,3,43,0.0013946426260223366,29.145644911800524,0.6984733774001339,0.0019184976657684219,0.3953232765197754,4.879420280456543,3.498929500579834,60.87965393066406,2.4361815452575684,0.46576812863349915,3.0228564739227295,3.0944395065307617,1.9600389003753662,5.866102745463423e-06,6774e676d8d4f8acfd57fb6b7b6ac69c07b45df1c41d2d09ffa25fcf3f74d46a,outputs\m10e_lambda_lock\lambda_7.5e-04_seed43\snapshot_step001812.pt
UPPER_REFERENCE@s43,UPPER_REFERENCE,0.00075,43,4832,8,48,0.0012886440388420709,29.58653089224574,0.6654882603381054,0.0017877602297532182,0.34779852628707886,4.2746171951293945,2.8178293704986572,63.146339416503906,1.5781978368759155,0.4706977307796478,2.5985512733459473,1.7928931713104248,1.3671202659606934,4.5435562819442725e-06,d9acb085f10479dce80c335095c7f698d8a87fd5ad00acb554525fe0288f11e8,outputs\m10e_lambda_lock\lambda_7.5e-04_seed43\snapshot_step004832.pt
UPPER_REFERENCE@s43,UPPER_REFERENCE,0.00075,43,10268,17,57,0.0012672624066163484,29.644231037921216,0.650478453880333,0.0017551212523873132,0.38449913263320923,3.5167953968048096,2.224928855895996,54.98428726196289,1.107746958732605,0.44026902318000793,2.286418914794922,1.2730495929718018,1.2530416250228882,5.1479921625158785e-06,6724ee5fd04a80bc6cdbafa50ab969537be805192c076d233712f6c27c9f62ea,outputs\m10e_lambda_lock\lambda_7.5e-04_seed43\snapshot_step010268.pt
UPPER_REFERENCE@s43,UPPER_REFERENCE,0.00075,43,18120,30,70,0.0012759026802700371,29.546140073293664,0.6392324983355511,0.001755327060650361,0.29418444633483887,2.958271026611328,1.958190679550171,44.22801971435547,0.9749521017074585,0.328757107257843,2.235475540161133,1.1433125734329224,1.3897424936294556,4.090441586157458e-06,0b600dc2b0ecbfa3dc751df5a8a51ed75c8b4c457176ba2b80fe531c91c91f97,outputs\m10e_lambda_lock\lambda_7.5e-04_seed43\snapshot_step018120.pt
